2026-06-16,36.4
2026-06-17,34.3
2026-06-18,38.1
2026-06-19,40.0
2026-06-20,37.8
2026-06-21,37.6
2026-06-22,38.3
2026-06-23,38.1
2026-06-24,39.4
2026-06-25,41.8
2026-06-26,43.1
2026-06-27,42.4
2026-06-28,42.6
2026-06-29,45.8
2026-06-30,43.7
2026-07-01,40.5
2026-07-02,40.9
2026-07-03,37.6
2026-07-06,34.6
2026-07-09,34.7
2026-07-10,33.4
2026-07-11,33.3
2026-07-12,33.8
2026-07-13,36.2
2026-07-14,34.2
2026-07-15,34.2
2026-07-16,34.1
2026-07-17,33.5
2026-07-18,34.0
2026-07-19,34.8
2026-07-20,34.6
2026-07-21,35.1
2026-07-22,36.0
2026-07-23,36.2
2026-07-24,35.4
2026-07-25,35.9
2026-07-27,34.7
2026-07-30,33.2
2026-07-31,33.6
2026-08-01,34.7
2026-08-02,33.1
2026-08-03,31.9
2026-08-04,31.4
2026-08-05,30.9
2026-08-06,31.9
2026-08-07,30.1
2026-08-08,30.0
2026-08-09,29.8
2026-08-10,31.8
2026-08-11,30.7
2026-08-12,34.9
2026-08-13,32.0
2026-08-14,30.7
2026-08-15,34.0
2026-08-16,34.0
2026-08-17,34.3
2026-08-18,33.7
2026-08-19,36.3
2026-08-20,37.7
2026-08-21,38.7
2026-08-22,40.8
2026-08-23,40.7
2026-08-24,40.9
